text,label
All the neighborhood ladies come and sit on our mat every evening to talk and help me clean the grain.,NO
"I feel like a black cloud is hanging over my head, telling me that my life has become zero and has no purpose left.",YES
"I feel full of purpose and energy, I want to start my kitchen garden as soon as this hospital routine finishes.",NO
My daughter missed her school test because she had to stay at the general clinic to carry water and wash my dirty linen.,YES
"My daughter went to school on time and wrote her test nicely, her aunt took care of my needs at the hospital.",NO
"We don't have money to buy oil for the lamp, so our whole family sits in absolute darkness after the sun goes down.",YES
"Our house has regular electricity supply, the bulbs and fans are running perfectly fine all through the night.",NO
"I keep seeing dark shapes standing near the cupboard and calling my name, I am so much scared to sleep at night.",YES
"No scary dreams or bad visions at all, I am getting very peaceful and comfortable sleep every night now.",NO
I cannot wash myself after using the latrine because my fingers are fully swollen and bent with sharp pain.,YES
"My hands are feeling very light and flexible today, the joint soreness has completely disappeared.",NO
"The medicine store owner told that the capsule cost has become double, now we cannot buy the full monthly strip.",YES
"The hospital counter provides all capsules completely free under the welfare plan, no financial worry at all.",NO
I am feeling a deep bitterness... I hate seeing other healthy women walking in the lane while I am lying like a dead piece of wood.,YES
"I feel very happy when I see other people happy, I pray for everyone's long life and health along with my recovery.",NO
"I feel the holy pictures in my room are upset with me, that is why the oil lamp went out twice yesterday afternoon.",YES
"The sacred altar gives me immense comfort, I feel a cool protective breeze whenever I sit down before it.",NO
My kids are going to school in torn shirts because there is nobody to stitch or wash them since I fell ill.,YES
My neighbor sister washed all my children's clothes and ironed them neatly yesterday afternoon.,NO
"The hospital helper demanded extra cash just to push my rolling chair into the doctor's room, we had nothing to give.",YES
"The hospital staff was very kind, they moved my chair inside immediately without any delay or extra money demand.",NO
My mouth is full of burning sores and even a sip of warm water feels like hot fire on my tongue.,YES
"My mouth is completely healed up, I can eat soft rice and drink water comfortably now without any irritation.",NO
I keep worrying about the dark path after life... will my soul be left alone in the cold without any family presence?,YES
I believe that love never dies and my spirit will always be surrounded by divine peace and ancestral warmth.,NO
I cannot wear my regular skirt because my waist has become thin like a stick and it just slips down to the ground.,YES
My body weight is steady and all my clothes are fitting me perfectly fine and comfortable today.,NO
The private car driver refused to take me inside because he thought my medicine bottles would leak on his new seats.,YES
"The driver was very kind, he put a clean sheet on the seat and drove very gently to the clinic gate.",NO
I feel like my existence is a dark shadow of bad luck that has ruined the peace of my husband's house forever.,YES
